20:46:20.121 -> Adafruit MPU6050 test!
20:46:21.623 -> Adafruit MPU6050 test!
20:46:21.879 -> MPU6050 Found!
20:46:21.879 -> Accelerometer range set to: +-8G
20:46:21.879 -> Gyro range set to: +- 500 deg/s
20:46:21.879 -> Filter bandwidth set to: 21 Hz
20:46:21.925 -> 
20:46:21.990 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:26.921 -> Acceleration X: -0.21, Y: -6.15, Z: -8.33 m/s^2
20:46:26.921 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.954 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:26.954 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.954 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:26.954 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.954 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:26.954 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.954 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:26.954 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.987 -> Acceleration X: -0.18, Y: -6.15, Z: -8.34 m/s^2
20:46:26.987 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.987 -> Acceleration X: -0.18, Y: -6.14, Z: -8.37 m/s^2
20:46:26.987 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.987 -> Acceleration X: -0.19, Y: -6.15, Z: -8.38 m/s^2
20:46:26.987 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.987 -> Acceleration X: -0.20, Y: -6.14, Z: -8.36 m/s^2
20:46:26.987 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:26.987 -> Acceleration X: -0.20, Y: -6.14, Z: -8.36 m/s^2
20:46:27.019 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.019 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:27.019 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:27.019 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:27.019 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.019 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:27.019 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.019 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:27.051 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.051 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:27.051 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.051 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:27.051 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.051 -> Acceleration X: -0.22, Y: -6.13, Z: -8.34 m/s^2
20:46:27.051 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.084 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:27.084 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.084 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:27.084 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.084 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:27.084 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.084 -> Acceleration X: -0.18, Y: -6.12, Z: -8.31 m/s^2
20:46:27.084 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.084 -> Acceleration X: -0.20, Y: -6.14, Z: -8.33 m/s^2
20:46:27.117 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.117 -> Acceleration X: -0.18, Y: -6.14, Z: -8.34 m/s^2
20:46:27.117 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.117 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:27.117 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.117 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:27.117 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.117 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:27.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.151 -> Acceleration X: -0.18, Y: -6.12, Z: -8.37 m/s^2
20:46:27.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.151 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:27.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.151 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:27.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.151 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.151 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.184 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:27.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.184 -> Acceleration X: -0.20, Y: -6.10, Z: -8.34 m/s^2
20:46:27.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.184 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:27.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.184 -> Acceleration X: -0.19, Y: -6.14, Z: -8.31 m/s^2
20:46:27.184 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.216 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:27.216 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.216 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:27.216 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.216 -> Acceleration X: -0.20, Y: -6.11, Z: -8.33 m/s^2
20:46:27.216 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.216 -> Acceleration X: -0.21, Y: -6.11, Z: -8.34 m/s^2
20:46:27.216 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.216 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:27.250 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.250 -> Acceleration X: -0.20, Y: -6.11, Z: -8.34 m/s^2
20:46:27.250 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.250 -> Acceleration X: -0.17, Y: -6.11, Z: -8.32 m/s^2
20:46:27.250 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.250 -> Acceleration X: -0.17, Y: -6.12, Z: -8.33 m/s^2
20:46:27.250 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.250 -> Acceleration X: -0.17, Y: -6.14, Z: -8.33 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.286 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.286 -> Acceleration X: -0.20, Y: -6.12, Z: -8.38 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.286 -> Acceleration X: -0.18, Y: -6.10, Z: -8.36 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.286 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.286 -> Acceleration X: -0.18, Y: -6.12, Z: -8.37 m/s^2
20:46:27.286 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.318 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:27.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.318 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:27.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.318 -> Acceleration X: -0.21, Y: -6.13, Z: -8.36 m/s^2
20:46:27.318 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.318 -> Acceleration X: -0.20, Y: -6.13, Z: -8.37 m/s^2
20:46:27.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.351 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:27.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.351 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:27.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.351 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:27.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.351 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:27.351 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.384 -> Acceleration X: -0.21, Y: -6.12, Z: -8.35 m/s^2
20:46:27.384 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.384 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:27.384 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.384 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:27.384 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.384 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:27.384 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.418 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:27.418 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.418 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:27.418 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.418 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:27.418 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.418 -> Acceleration X: -0.19, Y: -6.15, Z: -8.34 m/s^2
20:46:27.418 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.418 -> Acceleration X: -0.19, Y: -6.14, Z: -8.32 m/s^2
20:46:27.450 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.450 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:27.450 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.450 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:27.450 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.450 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:27.450 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.450 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:27.483 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.483 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.483 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.483 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.483 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.483 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:27.483 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.483 -> Acceleration X: -0.20, Y: -6.11, Z: -8.33 m/s^2
20:46:27.483 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.517 -> Acceleration X: -0.18, Y: -6.11, Z: -8.33 m/s^2
20:46:27.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.517 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:27.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.517 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:27.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.517 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:27.517 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.550 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:27.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.550 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:27.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.550 -> Acceleration X: -0.18, Y: -6.11, Z: -8.35 m/s^2
20:46:27.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.550 -> Acceleration X: -0.19, Y: -6.10, Z: -8.33 m/s^2
20:46:27.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.550 -> Acceleration X: -0.19, Y: -6.11, Z: -8.36 m/s^2
20:46:27.550 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.584 -> Acceleration X: -0.19, Y: -6.11, Z: -8.36 m/s^2
20:46:27.584 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s

20:46:27.584 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:27.584 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.584 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:27.584 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.584 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:27.584 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.622 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:27.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.622 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.622 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:27.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.622 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:27.622 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.658 -> Acceleration X: -0.20, Y: -6.11, Z: -8.34 m/s^2
20:46:27.658 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.658 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:27.658 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.658 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:27.658 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.658 -> Acceleration X: -0.18, Y: -6.14, Z: -8.33 m/s^2
20:46:27.658 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.701 -> Acceleration X: -0.18, Y: -6.15, Z: -8.36 m/s^2
20:46:27.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.701 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:27.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.734 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:27.734 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.18, Y: -6.16, Z: -8.34 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:27.766 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.766 -> Acceleration X: -0.18, Y: -6.14, Z: -8.32 m/s^2
20:46:27.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.799 -> Acceleration X: -0.20, Y: -6.13, Z: -8.30 m/s^2
20:46:27.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.799 -> Acceleration X: -0.21, Y: -6.13, Z: -8.34 m/s^2
20:46:27.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.799 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:27.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.799 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:27.834 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.834 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:27.834 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.834 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:27.834 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.834 -> Acceleration X: -0.21, Y: -6.14, Z: -8.33 m/s^2
20:46:27.834 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.834 -> Acceleration X: -0.21, Y: -6.12, Z: -8.32 m/s^2
20:46:27.834 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.834 -> Acceleration X: -0.21, Y: -6.11, Z: -8.33 m/s^2
20:46:27.866 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.866 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:27.866 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.866 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:27.866 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.866 -> Acceleration X: -0.21, Y: -6.13, Z: -8.37 m/s^2
20:46:27.866 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.866 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:27.900 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.900 -> Acceleration X: -0.20, Y: -6.11, Z: -8.30 m/s^2
20:46:27.900 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.900 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:27.900 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.900 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:27.900 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.900 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:27.933 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.933 -> Acceleration X: -0.20, Y: -6.13, Z: -8.31 m/s^2
20:46:27.933 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.933 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:27.933 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.933 -> Acceleration X: -0.21, Y: -6.12, Z: -8.34 m/s^2
20:46:27.933 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.933 -> Acceleration X: -0.20, Y: -6.11, Z: -8.34 m/s^2
20:46:27.933 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.966 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:27.966 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.966 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:27.966 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.966 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.966 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.966 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:27.966 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.966 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:27.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.999 -> Acceleration X: -0.18, Y: -6.12, Z: -8.33 m/s^2
20:46:27.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.999 -> Acceleration X: -0.16, Y: -6.11, Z: -8.35 m/s^2
20:46:27.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.999 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:27.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:27.999 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:28.032 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.032 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:28.032 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.032 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:28.032 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.032 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:28.032 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.032 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:28.066 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.066 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:28.066 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.066 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:28.066 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.066 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:28.066 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.066 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:28.066 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.066 -> Acceleration X: -0.19, Y: -6.10, Z: -8.36 m/s^2
20:46:28.100 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.100 -> Acceleration X: -0.20, Y: -6.11, Z: -8.37 m/s^2
20:46:28.100 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.100 -> Acceleration X: -0.19, Y: -6.12, Z: -8.40 m/s^2
20:46:28.100 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.100 -> Acceleration X: -0.21, Y: -6.13, Z: -8.38 m/s^2
20:46:28.100 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.100 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:28.133 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.133 -> Acceleration X: -0.21, Y: -6.13, Z: -8.35 m/s^2
20:46:28.133 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.133 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:28.133 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.133 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:28.133 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.133 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:28.133 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.166 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:28.166 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.166 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:28.166 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.166 -> Acceleration X: -0.19, Y: -6.16, Z: -8.37 m/s^2
20:46:28.166 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
